Customer_ID,Gender,Age_Group,City,Country,Customer_Segment,Acquisition_Channel
937,Male,26-35,North Matthewview,Spain,Regular,Organic Search
938,Male,56-65,Nguyenside,Austria,VIP,Organic Search
939,Male,56-65,Torresmouth,Greece,Regular,Email
940,Other,26-35,Bonnieberg,Poland,Regular,Email
941,Other,46-55,Steveton,France,Regular,Paid Ads
942,Male,56-65,East David,Italy,Regular,Social Media
943,Other,56-65,Christopherland,Germany,VIP,Social Media
944,Other,26-35,Christopherfort,Spain,Regular,Email
945,Other,26-35,North Brandyton,Belgium,Regular,Paid Ads
946,Other,66+,Patrickville,Poland,Regular,Paid Ads
947,Female,36-45,Richmondborough,Portugal,VIP,Referral
948,Female,36-45,Gloriamouth,France,Regular,Paid Ads
949,Female,46-55,North William,Spain,Regular,Referral
950,Male,66+,West Maryfurt,Denmark,Regular,Email
951,Female,66+,Bryantborough,Netherlands,Regular,Email
952,Female,66+,South Cindyberg,Poland,Regular,Email
953,Male,56-65,West Mary,Netherlands,Regular,Paid Ads
954,Female,36-45,Diazbury,Spain,Regular,Referral
955,Male,56-65,South Christine,Denmark,Regular,Referral
956,Male,56-65,North Stevenville,Germany,Regular,Paid Ads
957,Male,36-45,West Michael,Germany,Regular,Organic Search
958,Female,36-45,Lake Brent,Netherlands,Regular,Referral
959,Female,26-35,Lake Jamesview,Belgium,Regular,Referral
960,Male,26-35,New Jacqueline,Germany,Regular,Paid Ads
961,Other,18-25,South Joseph,Germany,Regular,Paid Ads
962,Female,26-35,West Melissaborough,Germany,Regular,Referral
963,Other,66+,Lake Arthur,Poland,VIP,Social Media
964,Male,46-55,Caitlinmouth,Ireland,Regular,Referral
965,Male,26-35,Clarkburgh,Romania,Regular,Email
966,Other,26-35,New Jessebury,Germany,Regular,Email
967,Other,66+,North Kim,France,Regular,Referral
968,Male,26-35,Smallfurt,Poland,Regular,Paid Ads
969,Male,56-65,Christopherhaven,Germany,Regular,Email
970,Male,56-65,West David,Belgium,VIP,Referral
971,Other,18-25,Port Kaylaport,Finland,Regular,Email
972,Male,18-25,Deleonhaven,Spain,Regular,Paid Ads
973,Other,18-25,Billymouth,Finland,Regular,Referral
974,Female,18-25,Deborahfort,Spain,Regular,Referral
975,Female,46-55,Port Jamesshire,France,Regular,Email
976,Male,36-45,Garzastad,Germany,Regular,Paid Ads
977,Male,36-45,Jonesbury,Finland,Regular,Email
978,Male,18-25,Danielmouth,Italy,Regular,Organic Search
979,Male,56-65,South Megantown,Poland,VIP,Paid Ads
980,Female,46-55,South Frank,Belgium,Regular,Paid Ads
981,Other,36-45,South Michael,Italy,Regular,Email
982,Female,56-65,Josephfort,Italy,Regular,Referral
983,Female,56-65,Thomasfurt,Portugal,Regular,Referral
984,Other,56-65,North Rodney,France,Regular,Social Media
985,Other,46-55,Tonyashire,Poland,Regular,Organic Search
986,Female,66+,Edwardborough,Portugal,Regular,Organic Search
987,Female,36-45,North Joel,France,Regular,Email
988,Other,18-25,West Hannah,Belgium,VIP,Organic Search
989,Male,46-55,Seanstad,Sweden,Regular,Referral
990,Female,26-35,Lynchchester,Germany,Regular,Email
991,Female,46-55,Stephanieport,Germany,Regular,Email
992,Other,18-25,Stoneshire,France,Regular,Paid Ads
993,Female,18-25,West Donnahaven,Netherlands,Regular,Email
994,Male,56-65,Bowmanside,France,Regular,Paid Ads
995,Other,18-25,North Tamara,Poland,Regular,Organic Search
996,Male,36-45,Robinsonborough,Estonia,Regular,Social Media
997,Female,56-65,Laurashire,Netherlands,Regular,Organic Search
998,Male,18-25,Port Christopherfurt,Portugal,Regular,Email
999,Female,36-45,Derrickfurt,Finland,Regular,Social Media
1000,Male,46-55,South Pamelafurt,France,Regular,Email
1001,Male,46-55,North Amystad,Germany,Regular,Email
1002,Female,36-45,East Amandashire,Germany,Regular,Email
1003,Other,56-65,Tracybury,Croatia,Regular,Referral
1004,Other,46-55,North Billyside,Slovenia,Regular,Social Media
1005,Female,66+,Arellanoburgh,Lithuania,Regular,Email
1006,Female,18-25,New Cynthiafort,Romania,Regular,Referral
1007,Male,66+,Karenchester,Netherlands,Regular,Social Media
1008,Female,56-65,West Sarah,Italy,Regular,Social Media
1009,Male,46-55,Clineview,France,Regular,Social Media
1010,Male,46-55,Harringtonberg,Germany,Regular,Paid Ads
1011,Female,26-35,Glasston,Denmark,Regular,Paid Ads
1012,Male,26-35,Amytown,Spain,Regular,Social Media
1013,Male,26-35,Christinechester,France,Regular,Social Media
1014,Male,18-25,East Cynthiaview,Germany,Regular,Referral
1015,Other,18-25,Munozview,Poland,Regular,Social Media
1016,Female,56-65,Lake Markland,Poland,Regular,Referral
1017,Other,36-45,South James,France,Regular,Email
1018,Other,46-55,West Melissa,Germany,Regular,Email
1019,Female,46-55,Richardsonland,Germany,Regular,Paid Ads
1020,Male,66+,Saraland,Spain,Regular,Social Media
1021,Male,66+,North Shawnshire,Belgium,Regular,Email
1022,Female,56-65,Chambersville,Germany,Regular,Paid Ads
1023,Male,36-45,Lake Danielshire,Spain,Regular,Email
1024,Male,46-55,New Scott,Italy,Regular,Referral
1025,Female,36-45,West Natashaland,Belgium,Regular,Social Media
1026,Other,26-35,Christopherberg,Italy,Regular,Paid Ads
1027,Other,36-45,East Annetteville,Sweden,Regular,Email
1028,Female,26-35,Lake Natashaside,Italy,VIP,Paid Ads
1029,Male,26-35,South Daniel,Spain,Regular,Paid Ads
1030,Other,56-65,Kimberlyberg,Bulgaria,Regular,Social Media
1031,Female,36-45,East Chad,Czech Republic,Regular,Email
1032,Male,66+,East Bridget,Germany,VIP,Paid Ads
1033,Female,66+,Michaelbury,Sweden,VIP,Social Media
1034,Female,56-65,Robinsonview,France,Regular,Social Media
1035,Female,18-25,East Cherylborough,Italy,Regular,Email
1036,Other,66+,Lake Matthew,France,Regular,Paid Ads
1037,Female,36-45,New Candicefurt,Cyprus,Regular,Email
1038,Other,46-55,Rachelchester,Spain,Regular,Referral
1039,Female,66+,Mathisport,Poland,Regular,Paid Ads
1040,Female,46-55,Jonesville,Netherlands,Regular,Email
1041,Male,18-25,Shawnburgh,Italy,VIP,Paid Ads
1042,Other,36-45,Ryanmouth,France,Regular,Email
1043,Female,46-55,South Andrewstad,Netherlands,Regular,Social Media
1044,Other,46-55,Clarkfort,Portugal,Regular,Paid Ads
1045,Male,66+,Kimberlychester,Austria,Regular,Social Media
1046,Other,66+,New Michele,Ireland,VIP,Paid Ads
1047,Male,18-25,East Debra,Italy,Regular,Referral
1048,Male,46-55,Spenceburgh,Spain,Regular,Organic Search
1049,Other,26-35,Lake Carl,Germany,VIP,Referral
1050,Male,66+,Crystalville,France,Regular,Paid Ads
1051,Male,18-25,North Alexanderfort,Germany,VIP,Social Media
1052,Female,46-55,East Kimberlyview,Romania,Regular,Email
1053,Other,46-55,Port Veronica,Ireland,VIP,Email
1054,Other,46-55,Costatown,Germany,Regular,Email
1055,Other,66+,Port Kathyport,Italy,Regular,Social Media
1056,Male,18-25,Lake Michellefurt,Spain,Regular,Social Media
1057,Male,36-45,North Antonio,Italy,VIP,Email
1058,Male,36-45,West Kellyfurt,Sweden,Regular,Email
1059,Female,46-55,Seanhaven,Germany,Regular,Referral
1060,Other,26-35,Port William,Sweden,Regular,Email
1061,Female,56-65,North Pamelaton,Italy,Regular,Paid Ads
1062,Other,66+,Sarahberg,Germany,Regular,Referral
1063,Male,46-55,East James,France,Regular,Email
1064,Other,66+,Port Stephanie,Czech Republic,Regular,Social Media
1065,Other,36-45,Paynechester,Netherlands,Regular,Organic Search
1066,Female,18-25,Lake Richardbury,France,Regular,Email
1067,Other,56-65,South Danielle,Italy,Regular,Social Media
1068,Male,56-65,Bakerberg,Germany,VIP,Organic Search
1069,Male,66+,Marystad,France,Regular,Organic Search
1070,Male,18-25,West Amyhaven,France,Regular,Social Media
1071,Female,36-45,Kimhaven,Italy,Regular,Organic Search
1072,Male,18-25,South Patriciaborough,Italy,Regular,Referral
1073,Female,26-35,Louisshire,Germany,VIP,Social Media
1074,Male,18-25,Matthewshire,Sweden,Regular,Paid Ads
1075,Female,26-35,New Nicholas,Italy,Regular,Organic Search
1076,Other,18-25,East Rachelhaven,France,Regular,Paid Ads
1077,Other,36-45,Lake Tammyport,Spain,Regular,Paid Ads
1078,Male,66+,Lake Jeremyside,Poland,Regular,Email
1079,Female,66+,Chambersburgh,Germany,Regular,Social Media
1080,Other,26-35,South Curtis,Denmark,Regular,Paid Ads
1081,Female,18-25,Johntown,Netherlands,VIP,Social Media
1082,Female,26-35,Martinside,Poland,VIP,Organic Search
1083,Other,46-55,Barbaraburgh,Poland,Regular,Paid Ads
1084,Male,26-35,Amandabury,Italy,VIP,Organic Search
1085,Female,66+,Murphyhaven,Belgium,VIP,Social Media
1086,Other,56-65,East Craigport,Netherlands,Regular,Paid Ads
1087,Female,56-65,West Kimberlyfort,Spain,Regular,Social Media
1088,Female,66+,Christopherside,Sweden,VIP,Referral
1089,Male,36-45,East Jennifer,Italy,Regular,Referral
1090,Other,36-45,Lisaville,Greece,Regular,Referral
1091,Male,56-65,Jasonstad,France,Regular,Referral
1092,Other,56-65,Monicaport,France,VIP,Email
1093,Female,36-45,Sarahberg,Germany,Regular,Referral
1094,Other,56-65,West Brookeborough,Germany,Regular,Paid Ads
1095,Other,36-45,Martinezbury,Denmark,Regular,Paid Ads
1096,Male,66+,Port Brianhaven,France,Regular,Referral
1097,Other,46-55,North Daniel,France,Regular,Paid Ads
1098,Female,46-55,North Jamesbury,Poland,Regular,Organic Search
1099,Other,18-25,West Steventown,Germany,VIP,Paid Ads
1100,Male,26-35,North Ebony,France,VIP,Paid Ads
1101,Other,66+,New Susan,Germany,Regular,Referral
1102,Other,56-65,New Kimberlyberg,Spain,Regular,Social Media
1103,Other,18-25,Port Darrenshire,France,VIP,Paid Ads
1104,Male,46-55,Bryanthaven,Netherlands,Regular,Organic Search
1105,Other,46-55,Haneyburgh,Italy,Regular,Organic Search
1106,Female,56-65,Port Evelyn,Hungary,VIP,Organic Search
1107,Male,26-35,Bellview,Hungary,Regular,Organic Search
1108,Male,56-65,South Royborough,Germany,Regular,Paid Ads
1109,Male,56-65,Johnhaven,Spain,Regular,Paid Ads
1110,Other,46-55,East Diana,Poland,Regular,Email
1111,Female,66+,Port Michaelberg,Italy,Regular,Organic Search
1112,Male,56-65,East Craig,Germany,Regular,Social Media
1113,Other,56-65,New Sarahberg,Netherlands,Regular,Social Media
1114,Other,36-45,Murphyfort,Finland,Regular,Referral
1115,Female,66+,New Zachary,Czech Republic,Regular,Paid Ads
1116,Male,46-55,West Andreatown,Poland,Regular,Social Media
1117,Female,46-55,Jamesstad,Italy,Regular,Organic Search
1118,Female,56-65,New Nataliechester,Greece,VIP,Paid Ads
1119,Female,18-25,New Jamesshire,Bulgaria,Regular,Paid Ads
1120,Female,18-25,Nelsonview,France,Regular,Social Media
1121,Other,56-65,East Larrytown,Slovakia,Regular,Email
1122,Male,46-55,Taylorhaven,Germany,Regular,Paid Ads
1123,Other,26-35,South Vicki,France,Regular,Social Media
1124,Female,56-65,Grahamborough,Germany,Regular,Organic Search
1125,Female,26-35,New Darren,Greece,Regular,Email
1126,Male,56-65,East Thomas,Hungary,Regular,Organic Search
1127,Other,46-55,Port Ashley,Portugal,VIP,Organic Search
1128,Female,36-45,Markview,Slovakia,Regular,Referral
1129,Male,26-35,Adrianbury,Italy,Regular,Email
1130,Other,66+,Lisaland,Slovakia,Regular,Social Media
1131,Female,56-65,North Tracy,Spain,Regular,Social Media
1132,Male,26-35,East Heathermouth,Spain,VIP,Referral
1133,Other,56-65,Nguyenmouth,Latvia,Regular,Paid Ads
1134,Female,26-35,North Kevin,Italy,VIP,Organic Search
1135,Other,18-25,New Dustinside,Spain,Regular,Social Media
1136,Other,46-55,East Antoniofurt,Germany,Regular,Paid Ads
1137,Female,56-65,South Julia,Czech Republic,VIP,Referral
1138,Male,56-65,West Sandra,Netherlands,Regular,Email
1139,Male,36-45,Port Ronaldstad,France,Regular,Social Media
1140,Other,18-25,Emilyborough,Belgium,VIP,Referral
1141,Female,26-35,Whitetown,Italy,Regular,Email
1142,Female,26-35,Heatherburgh,Netherlands,Regular,Email
1143,Female,56-65,Brownborough,Hungary,VIP,Organic Search
1144,Male,26-35,New Charleshaven,Slovakia,Regular,Paid Ads
1145,Male,18-25,West Rebeccachester,Portugal,Regular,Paid Ads
1146,Male,36-45,Evansland,Croatia,VIP,Organic Search
1147,Female,18-25,Lake Christineburgh,France,Regular,Email
1148,Other,56-65,Sarahland,France,Regular,Email
1149,Other,26-35,Vasquezview,Spain,Regular,Organic Search
1150,Other,56-65,Davidburgh,Italy,VIP,Paid Ads
1151,Male,66+,Robertsshire,Germany,Regular,Organic Search
1152,Male,18-25,Port Dawnland,Spain,Regular,Social Media
1153,Other,36-45,West Jamie,Netherlands,Regular,Organic Search
1154,Other,46-55,New Francisco,France,Regular,Referral
1155,Other,18-25,Janetchester,Spain,Regular,Referral
1156,Other,18-25,North Jimmyside,Romania,VIP,Email
1157,Other,66+,South Julie,Slovenia,VIP,Paid Ads
1158,Female,36-45,New Chad,Slovakia,Regular,Paid Ads
1159,Other,36-45,Millermouth,Germany,Regular,Social Media
1160,Other,36-45,New Katie,France,Regular,Social Media
1161,Male,56-65,Lake Amanda,Denmark,Regular,Paid Ads
1162,Female,66+,Taylorside,Germany,VIP,Referral
1163,Other,56-65,North Tannerburgh,Spain,Regular,Paid Ads
1164,Other,26-35,South Stephanie,Italy,Regular,Social Media
1165,Female,46-55,Royport,Finland,Regular,Paid Ads
1166,Other,56-65,Destinyton,Netherlands,Regular,Paid Ads
1167,Female,66+,Ronaldton,Romania,Regular,Email
1168,Female,26-35,Christophermouth,Finland,Regular,Email
1169,Female,18-25,Zoeville,Finland,Regular,Organic Search
1170,Male,66+,Kimberlyville,France,VIP,Social Media
1171,Female,46-55,Lindaburgh,Denmark,Regular,Social Media
1172,Male,18-25,Wilsonbury,Germany,VIP,Organic Search
1173,Other,56-65,West Christopherhaven,Czech Republic,Regular,Email
1174,Other,26-35,Marthaview,Poland,Regular,Organic Search
1175,Other,46-55,Cathyhaven,Italy,VIP,Email
1176,Other,36-45,Danielchester,Spain,VIP,Referral
1177,Male,26-35,Deborahside,Spain,VIP,Organic Search
1178,Male,36-45,Jacobsshire,Italy,Regular,Paid Ads
1179,Male,26-35,Lake Laura,Portugal,VIP,Referral
1180,Female,66+,Danielleville,Romania,Regular,Referral
1181,Female,46-55,Woodsstad,Denmark,Regular,Email
1182,Female,66+,Bradleychester,Portugal,Regular,Email
1183,Other,56-65,North Adrian,Ireland,Regular,Organic Search
1184,Female,46-55,Scottport,Spain,Regular,Organic Search
1185,Male,56-65,Port Laurie,Romania,Regular,Organic Search
1186,Other,66+,Port Erin,Poland,Regular,Paid Ads
1187,Female,36-45,New Jeremyhaven,France,Regular,Social Media
1188,Female,36-45,Caseymouth,Spain,Regular,Organic Search
1189,Male,46-55,East Daniel,Belgium,Regular,Referral
1190,Other,18-25,Lake Franklinmouth,Germany,VIP,Email
1191,Other,56-65,Hollandtown,Ireland,VIP,Referral
1192,Male,26-35,East Carlosberg,France,Regular,Paid Ads
1193,Male,36-45,Ginachester,Denmark,Regular,Paid Ads
1194,Male,18-25,Kellerhaven,Greece,VIP,Referral
1195,Male,56-65,Baileyshire,Netherlands,Regular,Email
1196,Male,46-55,Port Staceyshire,Poland,Regular,Organic Search
1197,Female,56-65,Port Kevinfort,Czech Republic,Regular,Paid Ads
1198,Male,26-35,Elizabethland,Germany,Regular,Organic Search
1199,Female,66+,East Daniel,Italy,Regular,Referral
1200,Male,18-25,Danielsstad,France,Regular,Paid Ads
1201,Female,18-25,Farmerberg,Germany,Regular,Referral
1202,Male,56-65,Port Jared,Spain,Regular,Paid Ads
1203,Other,46-55,New Roychester,France,Regular,Referral
1204,Other,18-25,Kimberlybury,Germany,Regular,Email
1205,Other,56-65,Phillipton,France,Regular,Paid Ads
1206,Male,18-25,Hansonside,Germany,Regular,Organic Search
1207,Male,66+,Gordonborough,Germany,Regular,Email
1208,Male,18-25,Williamsonburgh,France,VIP,Paid Ads
1209,Female,56-65,Port Ashleyberg,Germany,Regular,Email
1210,Other,26-35,Lake Katherine,Poland,Regular,Email
1211,Male,18-25,North Jessica,Italy,Regular,Social Media
1212,Female,18-25,Kaylaland,Italy,Regular,Email
1213,Female,26-35,East Amber,Germany,VIP,Social Media
1214,Female,56-65,Nicholasside,Italy,Regular,Paid Ads
1215,Male,56-65,Aliciabury,Poland,Regular,Email
1216,Female,66+,Blakeburgh,Bulgaria,Regular,Social Media
1217,Female,36-45,North Jamie,Italy,Regular,Email
1218,Male,56-65,Zavalaburgh,Italy,Regular,Email
1219,Female,46-55,Johnsonside,Greece,Regular,Email
1220,Female,26-35,Debrabury,France,VIP,Organic Search
1221,Male,66+,Stephenmouth,Spain,Regular,Email
1222,Female,18-25,North Ryan,Bulgaria,Regular,Email
1223,Male,18-25,Ashleyland,Sweden,Regular,Social Media
1224,Male,36-45,West Rebecca,France,Regular,Email
1225,Male,18-25,Doughertyfurt,France,Regular,Social Media
1226,Other,56-65,Stephaniechester,Italy,Regular,Paid Ads
1227,Female,66+,South Ronald,France,Regular,Referral
1228,Other,26-35,North Johnside,Sweden,Regular,Referral
1229,Other,36-45,West Amandaside,Denmark,Regular,Referral
1230,Male,56-65,West Wesley,Slovakia,Regular,Social Media
1231,Male,26-35,New Kathleen,Poland,Regular,Social Media
1232,Female,18-25,Grimesburgh,Sweden,Regular,Social Media
1233,Female,46-55,Gonzalezfurt,Austria,Regular,Paid Ads
1234,Female,26-35,South David,Poland,Regular,Social Media
1235,Female,66+,Marymouth,Greece,VIP,Referral
1236,Male,36-45,East Michaeltown,Germany,Regular,Social Media
1237,Female,26-35,Phillipsberg,France,VIP,Organic Search
1238,Male,46-55,Port Caleb,Czech Republic,Regular,Referral
1239,Male,26-35,Snyderchester,Finland,Regular,Referral
1240,Other,36-45,Clarkport,Portugal,Regular,Paid Ads
1241,Male,56-65,Grantbury,Czech Republic,Regular,Paid Ads
1242,Male,46-55,Lake Michael,France,Regular,Email
1243,Female,18-25,Davidton,Germany,Regular,Email
1244,Female,46-55,Gilbertville,Romania,Regular,Organic Search
1245,Other,66+,West Williamside,Spain,Regular,Email
1246,Other,26-35,Port Andrewside,Portugal,Regular,Paid Ads
1247,Other,36-45,East Hannah,France,Regular,Organic Search
1248,Male,36-45,Parkerview,France,VIP,Email
1249,Male,26-35,Port Biancabury,Poland,Regular,Email
1250,Male,66+,Stacybury,France,Regular,Email
1251,Male,36-45,South Mary,France,Regular,Social Media
1252,Male,26-35,North Sandra,Spain,VIP,Organic Search
1253,Male,18-25,New Ryanborough,Germany,Regular,Paid Ads
1254,Other,66+,Lake Douglasview,Greece,Regular,Referral
1255,Female,36-45,New Jason,Poland,Regular,Email
1256,Female,56-65,Oliverside,Germany,VIP,Referral
1257,Female,66+,Fordburgh,Germany,Regular,Referral
1258,Male,26-35,North Mirandafurt,Spain,Regular,Email
1259,Female,46-55,South Victor,France,VIP,Social Media
1260,Female,46-55,New Christopher,Czech Republic,Regular,Organic Search
1261,Female,46-55,North Danny,Spain,Regular,Paid Ads
1262,Female,56-65,Port Randy,France,Regular,Email
1263,Other,18-25,Hannahchester,Germany,Regular,Organic Search
1264,Other,46-55,North Angel,Sweden,Regular,Referral
1265,Male,56-65,East Nicolefort,France,VIP,Referral
1266,Female,26-35,Myersville,Italy,Regular,Email
1267,Female,56-65,Tinamouth,Italy,Regular,Email
1268,Male,66+,Jennifermouth,Belgium,Regular,Email
1269,Male,56-65,South James,Hungary,Regular,Social Media
1270,Female,26-35,Maryfurt,Poland,Regular,Referral
1271,Male,66+,Bryanland,Germany,Regular,Referral
1272,Other,66+,Lake Stacy,Italy,VIP,Paid Ads
1273,Other,66+,North Angela,Sweden,Regular,Paid Ads
1274,Female,56-65,Lake Traceyborough,Netherlands,Regular,Email
1275,Male,26-35,Scottfurt,Poland,Regular,Social Media
1276,Other,36-45,North Pamela,France,Regular,Referral
1277,Female,18-25,Catherinefurt,Greece,Regular,Email
1278,Female,26-35,Richardsonborough,Bulgaria,Regular,Organic Search
1279,Other,18-25,North Amandamouth,Italy,VIP,Email
1280,Female,18-25,North Mandyfort,Hungary,Regular,Organic Search
1281,Other,56-65,East Valerietown,France,Regular,Social Media
1282,Female,46-55,Gomezchester,Greece,Regular,Paid Ads
1283,Female,26-35,Andrewstad,Netherlands,VIP,Referral
1284,Female,46-55,West Jaredborough,Austria,VIP,Paid Ads
1285,Male,66+,Kennedyport,Germany,VIP,Referral
1286,Male,18-25,Lake Crystalville,Netherlands,VIP,Referral
1287,Other,56-65,Charlesfurt,Romania,Regular,Email
1288,Other,46-55,Port Mike,France,Regular,Referral
1289,Male,26-35,Jeffside,Italy,Regular,Organic Search
1290,Other,26-35,North Julia,Poland,Regular,Social Media
1291,Other,56-65,Laurenville,Italy,Regular,Organic Search
1292,Other,36-45,Beckyland,Poland,VIP,Referral
1293,Male,26-35,North Rachelborough,Lithuania,Regular,Email
1294,Female,46-55,Molinamouth,Luxembourg,Regular,Email
1295,Male,26-35,Lake John,Denmark,Regular,Organic Search
1296,Other,56-65,Stephenstad,Belgium,Regular,Organic Search
1297,Other,18-25,Ryanside,Finland,Regular,Email
1298,Other,66+,West Debra,Finland,Regular,Social Media
1299,Female,36-45,Fowlerhaven,Lithuania,VIP,Email
1300,Other,56-65,North Adriennechester,Portugal,Regular,Referral
1301,Other,18-25,Christinebury,Poland,Regular,Social Media
1302,Other,18-25,Mcknightburgh,Sweden,Regular,Organic Search
1303,Male,36-45,Harrisonchester,Germany,Regular,Email
1304,Female,18-25,West Markville,France,Regular,Email
1305,Other,66+,Kellyside,Germany,VIP,Referral
1306,Male,36-45,East Michaelton,Italy,Regular,Paid Ads
1307,Other,18-25,East Julia,Spain,Regular,Organic Search
1308,Other,26-35,Lake Richard,Slovenia,Regular,Referral
1309,Male,66+,Lake Anne,Czech Republic,Regular,Paid Ads
1310,Other,36-45,Barrychester,France,VIP,Social Media
1311,Male,18-25,West Christina,Portugal,VIP,Referral
1312,Female,66+,North Brianside,Spain,Regular,Email
1313,Other,66+,Maureenside,France,Regular,Social Media
1314,Female,18-25,Staceyberg,Germany,Regular,Referral
1315,Female,56-65,Stephaniechester,Italy,Regular,Organic Search
1316,Other,66+,Marieburgh,Germany,Regular,Referral
1317,Other,36-45,Port Stephenfort,Poland,Regular,Social Media
1318,Female,66+,Port Austin,Sweden,Regular,Referral
1319,Other,26-35,Ericview,Czech Republic,Regular,Email
1320,Other,36-45,Alexanderport,Czech Republic,Regular,Paid Ads
1321,Male,66+,North Timothystad,France,VIP,Organic Search
1322,Male,56-65,East Corychester,Germany,VIP,Referral
1323,Other,36-45,Lake Alexander,Italy,Regular,Organic Search
1324,Male,18-25,Port Andrew,Germany,Regular,Paid Ads
1325,Other,18-25,Lake Jamesfurt,Croatia,Regular,Organic Search
1326,Other,26-35,New Kevinstad,Germany,Regular,Email
1327,Male,18-25,Alexandrachester,Sweden,Regular,Social Media
1328,Other,18-25,South Hannahchester,France,Regular,Social Media
1329,Other,66+,Pamelastad,Czech Republic,Regular,Social Media
1330,Male,36-45,Yorkville,France,Regular,Referral
1331,Male,36-45,North Sarah,Italy,Regular,Social Media
1332,Male,46-55,Burtonland,France,Regular,Paid Ads
1333,Male,66+,New Thomas,Poland,Regular,Paid Ads
1334,Female,26-35,West Stephenberg,Spain,Regular,Organic Search
1335,Other,36-45,West James,Finland,VIP,Organic Search
1336,Other,36-45,Heidiburgh,Germany,Regular,Organic Search
1337,Male,66+,Davidport,Denmark,Regular,Organic Search
1338,Female,26-35,Marymouth,Netherlands,Regular,Referral
1339,Other,66+,Lake Jose,Poland,Regular,Referral
1340,Female,66+,Justinbury,Spain,Regular,Organic Search
1341,Male,46-55,East Victor,Spain,Regular,Referral
1342,Other,36-45,Lopezside,Germany,Regular,Social Media
1343,Other,66+,Masonside,Italy,VIP,Email
1344,Female,18-25,Alvaradochester,Austria,Regular,Social Media
1345,Male,56-65,Williamshire,Netherlands,VIP,Referral
1346,Female,66+,South Angeltown,Netherlands,Regular,Organic Search
1347,Female,46-55,Roberttown,Poland,VIP,Referral
1348,Male,18-25,South Erin,Portugal,VIP,Email
1349,Female,18-25,Janetchester,France,Regular,Social Media
1350,Female,18-25,Scottfort,Spain,VIP,Organic Search
1351,Other,18-25,Andrewmouth,Italy,Regular,Paid Ads
1352,Other,56-65,Port Tracey,Sweden,Regular,Email
1353,Other,26-35,Zhangchester,Germany,Regular,Organic Search
1354,Female,66+,Beckerbury,Portugal,VIP,Email
1355,Other,66+,Lindseyberg,Germany,VIP,Paid Ads
1356,Female,18-25,South Elizabethtown,Netherlands,Regular,Paid Ads
1357,Male,18-25,Fisherbury,Hungary,VIP,Email
1358,Male,18-25,Brownburgh,Sweden,Regular,Referral
1359,Other,66+,Perkinsview,Italy,Regular,Organic Search
1360,Other,56-65,Collierton,Estonia,VIP,Paid Ads
1361,Other,26-35,Lake Barbara,Czech Republic,Regular,Organic Search
1362,Female,26-35,Franklinville,France,Regular,Email
1363,Male,56-65,North Christophermouth,Germany,VIP,Organic Search
1364,Other,56-65,Brentmouth,Sweden,Regular,Paid Ads
1365,Female,18-25,South Jamesmouth,Germany,VIP,Paid Ads
1366,Other,66+,East Christopher,Slovakia,Regular,Social Media
1367,Female,66+,Thomasborough,Italy,VIP,Paid Ads
1368,Other,46-55,Juliaberg,Netherlands,Regular,Paid Ads
1369,Male,56-65,Port Kathleen,Poland,VIP,Referral
1370,Male,66+,Youngtown,Poland,Regular,Social Media
1371,Male,56-65,Halltown,Italy,Regular,Organic Search
1372,Male,56-65,Stevensville,Bulgaria,Regular,Email
1373,Female,66+,South Sharonfort,Spain,Regular,Social Media
1374,Male,26-35,Johnton,Germany,Regular,Referral
1375,Male,66+,Williamsstad,Spain,Regular,Organic Search
1376,Female,26-35,Julieside,Netherlands,Regular,Social Media
1377,Female,18-25,North Allison,Poland,VIP,Organic Search
1378,Male,26-35,Snowport,Slovakia,Regular,Referral
1379,Male,26-35,Lake Matthewport,Spain,Regular,Email
1380,Female,26-35,Carrfort,Poland,Regular,Social Media
1381,Male,36-45,Ashleyburgh,France,Regular,Paid Ads
1382,Male,46-55,New Rodneychester,Portugal,Regular,Organic Search
1383,Female,18-25,Lake Bobbyfort,Spain,Regular,Paid Ads
1384,Other,46-55,Patricialand,France,VIP,Social Media
1385,Other,26-35,Frederickfurt,Germany,Regular,Social Media
1386,Male,18-25,South Alexis,France,Regular,Organic Search
1387,Male,46-55,West Deborahberg,France,Regular,Paid Ads
1388,Male,36-45,Portershire,Czech Republic,Regular,Email
1389,Other,56-65,Craigville,Finland,Regular,Organic Search
1390,Other,46-55,Lake Jessicaburgh,Italy,Regular,Paid Ads
1391,Female,36-45,Taylorport,Poland,VIP,Referral
1392,Male,26-35,South Jonathanmouth,Portugal,Regular,Email
1393,Other,26-35,Martintown,France,Regular,Organic Search
1394,Male,18-25,Lake Cindy,Italy,Regular,Email
1395,Other,46-55,East Alecmouth,Germany,Regular,Organic Search
1396,Male,18-25,Port Paul,Italy,Regular,Organic Search
1397,Female,26-35,Morristown,Belgium,VIP,Social Media
1398,Male,18-25,East Mike,France,Regular,Social Media
1399,Female,56-65,South James,Germany,Regular,Organic Search
1400,Female,26-35,Kurtborough,Estonia,Regular,Referral
1401,Female,66+,Johnsonburgh,France,Regular,Organic Search
1402,Male,46-55,Watersville,Romania,Regular,Social Media
1403,Female,46-55,Millershire,Spain,Regular,Email
1404,Male,66+,Anthonybury,Spain,VIP,Social Media
1405,Male,56-65,Millermouth,Portugal,Regular,Social Media
1406,Male,46-55,Hansenberg,Denmark,Regular,Email
