Subscription_ID,Customer_ID,Start_Date,End_Date,Plan_ID,Monthly_Fee,Status,Churn_Reason_ID,Lifetime_Value
2151,3953,2026-03-10,,PREMIUM,39.99,Active,,-51.99
2152,1124,2023-03-27,2024-03-09,STANDARD,19.99,Churned,COMP-01,231.88
2153,2293,2025-12-27,2026-08-14,STANDARD,19.99,Churned,PROD-01,153.26
2154,381,2023-09-21,,PREMIUM,39.99,Active,,1149.05
2155,7466,2026-06-02,2027-07-31,BASIC,9.99,Churned,SERVICE-01,141.19
2156,4109,2023-10-16,,STANDARD,19.99,Active,,557.72
2157,359,2024-05-06,,PREMIUM,39.99,Active,,845.12
2158,43,2024-09-28,,STANDARD,19.99,Active,,325.84
2159,2038,2023-11-17,,PREMIUM,39.99,Active,,1073.07
2160,780,2025-03-11,,PREMIUM,39.99,Active,,433.23
2161,8410,2024-12-11,,STANDARD,19.99,Active,,276.53
2162,865,2024-10-16,,BASIC,9.99,Active,,156.84
2163,6187,2024-11-13,2025-05-04,BASIC,9.99,Churned,TECH-01,57.28
2164,7488,2024-10-09,,BASIC,9.99,Active,,159.17
2165,8131,2024-09-20,2026-07-09,BASIC,9.99,Churned,TECH-01,218.78
2166,5309,2025-09-23,,BASIC,9.99,Active,,42.96
2167,3401,2024-06-10,2025-08-09,BASIC,9.99,Churned,PRICE-01,141.53
2168,5439,2023-11-15,,PREMIUM,39.99,Active,,1075.73
2169,7608,2025-01-31,,BASIC,9.99,Active,,121.21
2170,5364,2025-01-02,,BASIC,9.99,Active,,130.87
2171,5998,2023-08-07,,STANDARD,19.99,Active,,604.36
2172,859,2026-01-17,2027-09-15,STANDARD,19.99,Churned,SERVICE-02,403.8
2173,3111,2025-10-25,2026-03-02,STANDARD,19.99,Churned,PRICE-02,85.29
2174,5681,2025-03-02,,PREMIUM,39.99,Active,,445.22
2175,4850,2026-02-11,,BASIC,9.99,Active,,-4.0
2176,6224,2023-11-11,2025-08-26,BASIC,9.99,Churned,COMP-01,217.78
2177,7511,2023-12-16,,BASIC,9.99,Active,,258.41
2178,182,2024-10-04,,PREMIUM,39.99,Active,,643.84
2179,4234,2025-10-07,,PREMIUM,39.99,Active,,153.3
2180,1876,2026-01-20,,STANDARD,19.99,Active,,6.66
2181,1129,2024-12-04,,PREMIUM,39.99,Active,,562.53
2182,1459,2024-03-21,,PREMIUM,39.99,Active,,906.44
2183,6016,2024-12-22,,STANDARD,19.99,Active,,269.2
2184,810,2023-04-23,2023-10-30,PREMIUM,39.99,Churned,PROD-01,253.27
2185,5910,2023-07-04,2024-01-27,STANDARD,19.99,Churned,SERVICE-02,137.93
2186,668,2023-07-02,,BASIC,9.99,Active,,314.02
2187,8848,2025-09-01,,PREMIUM,39.99,Active,,201.28
2188,3001,2023-07-27,,BASIC,9.99,Active,,305.69
2189,4256,2025-01-15,,BASIC,9.99,Active,,126.54
2190,7578,2024-05-23,2024-12-31,PREMIUM,39.99,Churned,COMP-01,295.93
2191,9780,2026-06-06,2027-05-09,STANDARD,19.99,Churned,SERVICE-01,224.55
2192,9213,2023-09-23,,PREMIUM,39.99,Active,,1146.38
2193,5342,2026-04-04,,BASIC,9.99,Active,,-21.31
2194,4567,2026-03-25,,STANDARD,19.99,Active,,-35.98
2195,9773,2024-04-27,,STANDARD,19.99,Active,,428.45
2196,7511,2023-06-09,,STANDARD,19.99,Active,,643.68
2197,5156,2025-07-14,,BASIC,9.99,Active,,66.6
2198,8407,2026-06-16,2028-06-02,PREMIUM,39.99,Churned,SERVICE-01,955.76
2199,7138,2023-11-12,,BASIC,9.99,Active,,269.73
2200,7015,2024-01-12,,STANDARD,19.99,Active,,499.08
2201,5687,2023-12-07,,STANDARD,19.99,Active,,523.07
2202,1316,2026-02-25,,PREMIUM,39.99,Active,,-34.66
2203,2747,2025-05-25,,BASIC,9.99,Active,,83.25
2204,4021,2026-05-27,,BASIC,9.99,Active,,-38.96
2205,8452,2024-10-29,,STANDARD,19.99,Active,,305.18
2206,3445,2023-08-07,2024-05-31,PREMIUM,39.99,Churned,PRICE-02,397.23
2207,1208,2025-12-27,,STANDARD,19.99,Active,,22.66
2208,8378,2025-03-16,2026-03-24,BASIC,9.99,Churned,SERVICE-01,124.21
2209,5433,2024-07-12,,STANDARD,19.99,Active,,377.81
2210,8299,2024-03-11,2024-12-02,PREMIUM,39.99,Churned,COMP-01,354.58
2211,6963,2024-06-28,2026-02-23,PREMIUM,39.99,Churned,PROD-01,806.47
2212,2084,2023-07-29,,STANDARD,19.99,Active,,610.36
2213,4692,2023-03-15,,BASIC,9.99,Active,,350.32
2214,3151,2025-12-05,,STANDARD,19.99,Active,,37.31
2215,5565,2023-07-06,2024-07-30,BASIC,9.99,Churned,PRICE-01,129.87
2216,8032,2026-03-27,,BASIC,9.99,Active,,-18.65
2217,4695,2025-08-16,,STANDARD,19.99,Active,,111.28
2218,349,2024-09-11,2026-05-21,STANDARD,19.99,Churned,PROD-01,411.13
2219,9259,2023-03-10,2023-09-11,PREMIUM,39.99,Churned,PROD-01,246.61
2220,4191,2023-06-11,,STANDARD,19.99,Active,,642.35
2221,5865,2023-01-25,2024-04-24,STANDARD,19.99,Churned,PRICE-01,303.18
2222,282,2023-06-19,,PREMIUM,39.99,Active,,1274.35
2223,1259,2024-02-15,2024-04-05,BASIC,9.99,Churned,PRICE-02,16.65
2224,2942,2023-08-26,2024-04-26,BASIC,9.99,Churned,COMP-01,81.25
2225,5542,2024-04-13,,STANDARD,19.99,Active,,437.78
2226,1582,2026-02-27,,STANDARD,19.99,Active,,-18.66
2227,3678,2024-12-07,,BASIC,9.99,Active,,139.53
2228,9102,2025-09-14,2026-01-23,STANDARD,19.99,Churned,SERVICE-01,87.29
2229,2074,2023-06-13,,BASIC,9.99,Active,,320.35
2230,3780,2025-04-25,,PREMIUM,39.99,Active,,373.24
2231,2091,2024-11-19,,BASIC,9.99,Active,,145.52
2232,5234,2024-03-24,2024-08-09,BASIC,9.99,Churned,SERVICE-01,45.95
2233,596,2026-01-29,,STANDARD,19.99,Active,,0.67
2234,6436,2023-06-18,,STANDARD,19.99,Active,,637.68
2235,7219,2024-02-02,,STANDARD,19.99,Active,,485.09
2236,529,2023-05-01,,BASIC,9.99,Active,,334.67
2237,5783,2024-02-21,,PREMIUM,39.99,Active,,945.1
2238,2927,2025-04-11,,STANDARD,19.99,Active,,195.9
2239,3051,2025-11-10,2027-01-16,BASIC,9.99,Churned,PRICE-02,143.86
2240,5533,2024-06-03,2025-08-31,STANDARD,19.99,Churned,COMP-01,302.52
2241,666,2025-04-22,,BASIC,9.99,Active,,94.24
2242,6339,2023-03-06,,PREMIUM,39.99,Active,,1414.31
2243,3085,2023-08-04,,BASIC,9.99,Active,,303.03
2244,5591,2023-09-07,,STANDARD,19.99,Active,,583.71
2245,7455,2023-09-22,,BASIC,9.99,Active,,286.71
2246,8982,2023-08-13,,BASIC,9.99,Active,,300.03
2247,5583,2023-07-22,,STANDARD,19.99,Active,,615.03
2248,9162,2025-06-28,,PREMIUM,39.99,Active,,287.93
2249,2649,2023-11-25,,PREMIUM,39.99,Active,,1062.4
2250,2985,2023-11-11,,BASIC,9.99,Active,,270.06
2251,4657,2023-03-04,2024-11-20,BASIC,9.99,Churned,PRICE-02,208.79
2252,239,2024-10-28,,PREMIUM,39.99,Active,,611.85
2253,8751,2023-07-15,,STANDARD,19.99,Active,,619.69
2254,1283,2024-12-14,2025-01-25,PREMIUM,39.99,Churned,SERVICE-02,55.99
2255,9187,2024-07-15,,STANDARD,19.99,Active,,375.81
2256,9323,2024-07-21,,STANDARD,19.99,Active,,371.81
2257,9941,2026-03-16,,PREMIUM,39.99,Active,,-59.98
2258,8596,2024-09-09,2026-08-01,BASIC,9.99,Churned,PRICE-01,230.1
2259,9309,2025-02-05,,STANDARD,19.99,Active,,239.21
2260,7539,2025-09-20,,STANDARD,19.99,Active,,87.96
2261,2840,2026-01-30,2026-05-25,BASIC,9.99,Churned,COMP-01,38.3
2262,144,2025-12-02,,BASIC,9.99,Active,,19.65
2263,1492,2025-12-07,,STANDARD,19.99,Active,,35.98
2264,8101,2024-02-15,,STANDARD,19.99,Active,,476.43
2265,6496,2023-02-26,2024-07-03,BASIC,9.99,Churned,PRICE-02,164.17
2266,5460,2026-04-07,,BASIC,9.99,Active,,-22.31
2267,7759,2023-07-24,,BASIC,9.99,Active,,306.69
2268,9718,2024-07-31,,PREMIUM,39.99,Active,,730.48
2269,7119,2024-09-09,,PREMIUM,39.99,Active,,677.16
2270,8734,2023-06-03,2024-04-03,STANDARD,19.99,Churned,PRICE-02,203.23
2271,1141,2023-12-16,,BASIC,9.99,Active,,258.41
2272,1099,2026-03-05,2027-05-23,BASIC,9.99,Churned,SERVICE-01,147.85
2273,1381,2025-02-22,2025-12-08,STANDARD,19.99,Churned,TECH-01,192.57
2274,7564,2024-10-26,2026-01-11,BASIC,9.99,Churned,PROD-01,147.19
2275,5959,2023-04-13,2023-12-04,PREMIUM,39.99,Churned,PRICE-01,313.25
2276,299,2023-09-11,,STANDARD,19.99,Active,,581.04
2277,8115,2023-06-22,,BASIC,9.99,Active,,317.35
2278,3358,2026-02-21,,PREMIUM,39.99,Active,,-29.33
2279,2358,2024-01-30,,STANDARD,19.99,Active,,487.09
2280,6789,2026-01-06,,BASIC,9.99,Active,,7.99
2281,8943,2025-08-17,2027-03-31,PREMIUM,39.99,Churned,SERVICE-02,787.8
2282,9992,2023-11-23,,STANDARD,19.99,Active,,532.4
2283,5436,2023-04-24,,PREMIUM,39.99,Active,,1349.0
2284,4192,2025-05-03,,BASIC,9.99,Active,,90.58
2285,4289,2026-03-03,,PREMIUM,39.99,Active,,-42.66
2286,5463,2023-07-10,2024-01-28,BASIC,9.99,Churned,SERVICE-01,67.27
2287,8982,2023-07-08,,STANDARD,19.99,Active,,624.35
2288,2277,2023-10-13,2023-11-17,PREMIUM,39.99,Churned,TECH-01,46.66
2289,8392,2025-02-02,,BASIC,9.99,Active,,120.55
2290,4466,2026-01-22,,BASIC,9.99,Active,,2.66
2291,9581,2023-04-29,,BASIC,9.99,Active,,335.33
2292,4948,2023-05-13,,PREMIUM,39.99,Active,,1323.67
2293,35,2023-01-21,2024-09-13,STANDARD,19.99,Churned,SERVICE-01,400.47
2294,234,2024-09-25,,PREMIUM,39.99,Active,,655.84
2295,3968,2025-03-29,,PREMIUM,39.99,Active,,409.23
2296,4469,2025-01-23,,PREMIUM,39.99,Active,,495.88
2297,9854,2025-03-11,,PREMIUM,39.99,Active,,433.23
2298,3591,2023-08-29,,STANDARD,19.99,Active,,589.7
2299,2993,2023-11-10,2024-10-15,BASIC,9.99,Churned,SERVICE-02,113.22
2300,2223,2023-07-05,,STANDARD,19.99,Active,,626.35
2301,3592,2025-11-27,,PREMIUM,39.99,Active,,85.31
2302,2922,2024-05-14,,STANDARD,19.99,Active,,417.12
2303,9826,2023-03-19,,PREMIUM,39.99,Active,,1396.98
2304,4739,2025-11-09,,BASIC,9.99,Active,,27.31
2305,8797,2023-09-10,,BASIC,9.99,Active,,290.71
2306,4530,2024-04-26,,BASIC,9.99,Active,,214.45
2307,3888,2025-08-13,,PREMIUM,39.99,Active,,226.61
2308,6557,2023-04-18,,PREMIUM,39.99,Active,,1356.99
2309,3044,2023-11-27,2025-03-13,STANDARD,19.99,Churned,COMP-01,314.51
2310,2899,2023-08-11,,BASIC,9.99,Active,,300.7
2311,8980,2025-05-17,,PREMIUM,39.99,Active,,343.91
2312,2711,2025-08-28,,BASIC,9.99,Active,,51.62
2313,6295,2025-08-20,,STANDARD,19.99,Active,,108.61
2314,4255,2024-08-15,2026-03-17,BASIC,9.99,Churned,PRICE-01,192.81
2315,9920,2025-03-10,,STANDARD,19.99,Active,,217.22
2316,132,2026-02-24,2027-07-18,PREMIUM,39.99,Churned,COMP-01,678.5
2317,251,2025-02-01,,PREMIUM,39.99,Active,,483.88
2318,4045,2024-03-23,2024-08-03,STANDARD,19.99,Churned,TECH-01,88.62
2319,5213,2023-09-08,,PREMIUM,39.99,Active,,1166.38
2320,7688,2025-02-21,,STANDARD,19.99,Active,,228.55
2321,3863,2023-12-31,,BASIC,9.99,Active,,253.41
2322,2217,2023-03-11,2023-11-04,PREMIUM,39.99,Churned,PRICE-02,317.25
2323,8174,2026-05-08,,PREMIUM,39.99,Active,,-130.63
2324,8707,2025-06-28,,STANDARD,19.99,Active,,143.93
2325,3862,2023-03-25,2024-04-11,STANDARD,19.99,Churned,COMP-01,255.21
2326,7550,2026-04-28,2026-12-17,BASIC,9.99,Churned,SERVICE-02,77.59
2327,1416,2026-01-12,,STANDARD,19.99,Active,,11.99
2328,1882,2025-10-26,,STANDARD,19.99,Active,,63.97
2329,3722,2023-11-30,,BASIC,9.99,Active,,263.74
2330,3054,2024-08-08,2026-04-19,STANDARD,19.99,Churned,TECH-01,412.46
2331,6812,2024-08-30,,STANDARD,19.99,Active,,345.16
2332,4120,2025-08-21,,BASIC,9.99,Active,,53.95
2333,3865,2023-02-25,2024-03-26,BASIC,9.99,Churned,PRICE-01,131.53
2334,9746,2025-09-15,,STANDARD,19.99,Active,,91.29
2335,9998,2026-05-31,2027-05-04,STANDARD,19.99,Churned,PRICE-02,225.22
2336,2311,2023-06-03,,STANDARD,19.99,Active,,647.68
2337,3236,2024-06-25,,BASIC,9.99,Active,,194.47
2338,3478,2023-07-25,,BASIC,9.99,Active,,306.36
2339,481,2023-05-13,,BASIC,9.99,Active,,330.67
2340,5099,2024-08-26,,PREMIUM,39.99,Active,,695.83
2341,4043,2025-03-04,,BASIC,9.99,Active,,110.56
2342,6242,2023-12-27,,PREMIUM,39.99,Active,,1019.75
2343,6213,2025-03-20,,STANDARD,19.99,Active,,210.56
2344,3395,2024-10-12,,STANDARD,19.99,Active,,316.51
2345,3208,2025-01-30,,STANDARD,19.99,Active,,243.21
2346,4940,2025-03-31,,STANDARD,19.99,Active,,203.23
2347,8439,2026-01-26,,PREMIUM,39.99,Active,,5.33
2348,2281,2024-05-23,,STANDARD,19.99,Active,,411.13
2349,5060,2025-07-02,,PREMIUM,39.99,Active,,282.6
2350,3064,2025-04-17,,PREMIUM,39.99,Active,,383.9
2351,9309,2025-06-12,2027-03-14,BASIC,9.99,Churned,TECH-01,213.12
2352,6658,2024-12-06,2026-04-17,STANDARD,19.99,Churned,SERVICE-01,331.17
2353,9008,2023-05-07,2024-01-18,BASIC,9.99,Churned,SERVICE-01,85.25
2354,2889,2023-11-24,,BASIC,9.99,Active,,265.73
2355,8130,2023-05-20,2024-07-19,BASIC,9.99,Churned,SERVICE-01,141.86
2356,107,2025-05-06,,STANDARD,19.99,Active,,179.24
2357,2354,2025-07-27,2027-06-13,BASIC,9.99,Churned,PRICE-01,228.44
2358,5300,2026-02-09,,STANDARD,19.99,Active,,-6.66
2359,5050,2023-01-04,2024-07-02,STANDARD,19.99,Churned,PRICE-02,363.15
2360,137,2024-02-16,2024-03-31,STANDARD,19.99,Churned,PRICE-01,29.32
2361,6552,2024-09-29,,BASIC,9.99,Active,,162.5
2362,343,2023-11-05,,BASIC,9.99,Active,,272.06
2363,9358,2024-03-05,,BASIC,9.99,Active,,231.77
2364,271,2023-11-03,,PREMIUM,39.99,Active,,1091.73
2365,6233,2023-12-06,,PREMIUM,39.99,Active,,1047.74
2366,3294,2024-01-10,2024-07-29,STANDARD,19.99,Churned,SERVICE-02,133.93
2367,2504,2023-10-25,,PREMIUM,39.99,Active,,1103.72
2368,6656,2024-10-13,,STANDARD,19.99,Active,,315.84
2369,4668,2026-01-06,,BASIC,9.99,Active,,7.99
2370,6852,2024-07-06,,PREMIUM,39.99,Active,,763.81
2371,7882,2025-09-10,2027-02-12,PREMIUM,39.99,Churned,PROD-01,693.16
2372,5010,2023-11-05,,STANDARD,19.99,Active,,544.39
2373,3047,2023-01-21,,STANDARD,19.99,Active,,736.3
2374,6691,2023-10-23,,PREMIUM,39.99,Active,,1106.39
2375,1459,2024-04-09,,PREMIUM,39.99,Active,,881.11
2376,3615,2023-02-25,,BASIC,9.99,Active,,356.31
2377,9191,2025-05-05,2026-12-19,PREMIUM,39.99,Churned,PRICE-02,790.47
2378,1551,2026-01-22,,STANDARD,19.99,Active,,5.33
2379,6833,2025-10-09,2026-03-11,PREMIUM,39.99,Churned,COMP-01,203.95
2380,9285,2025-05-05,,STANDARD,19.99,Active,,179.91
2381,9879,2026-01-24,,STANDARD,19.99,Active,,4.0
2382,8849,2025-10-22,,STANDARD,19.99,Active,,66.63
2383,7532,2023-12-28,,STANDARD,19.99,Active,,509.08
2384,2019,2025-01-19,2025-09-19,STANDARD,19.99,Churned,COMP-01,161.92
2385,4640,2026-06-11,2026-12-11,PREMIUM,39.99,Churned,SERVICE-02,243.94
2386,480,2023-08-01,,STANDARD,19.99,Active,,608.36
2387,3014,2026-06-29,2027-11-10,BASIC,9.99,Churned,COMP-01,166.17
2388,5135,2024-09-14,,PREMIUM,39.99,Active,,670.5
2389,5028,2025-03-08,2026-11-07,BASIC,9.99,Churned,SERVICE-02,202.8
2390,6268,2026-02-06,,BASIC,9.99,Active,,-2.33
2391,6040,2023-10-19,,PREMIUM,39.99,Active,,1111.72
2392,3113,2023-09-01,2025-01-05,BASIC,9.99,Churned,COMP-01,163.84
2393,9816,2023-07-06,2025-01-02,BASIC,9.99,Churned,SERVICE-01,181.82
2394,710,2024-10-19,,STANDARD,19.99,Active,,311.84
2395,3134,2023-04-11,2023-12-24,BASIC,9.99,Churned,SERVICE-01,85.58
2396,7908,2026-05-26,2026-09-05,PREMIUM,39.99,Churned,PRICE-01,135.97
2397,3015,2023-02-05,,BASIC,9.99,Active,,362.97
2398,3483,2024-11-29,2026-10-25,BASIC,9.99,Churned,PRICE-02,231.44
2399,3840,2023-09-30,,PREMIUM,39.99,Active,,1137.05
2400,5942,2023-01-13,,PREMIUM,39.99,Active,,1483.63
2401,5416,2025-11-23,2026-04-01,PREMIUM,39.99,Churned,PROD-01,171.96
2402,2283,2026-06-10,,PREMIUM,39.99,Active,,-174.62
2403,577,2023-07-21,,STANDARD,19.99,Active,,615.69
2404,3228,2023-05-19,2024-02-21,BASIC,9.99,Churned,SERVICE-01,92.57
2405,9068,2024-04-17,,BASIC,9.99,Active,,217.45
2406,9443,2026-05-20,,PREMIUM,39.99,Active,,-146.63
2407,5888,2023-11-22,,BASIC,9.99,Active,,266.4
2408,1966,2024-01-17,,BASIC,9.99,Active,,247.75
2409,9545,2025-05-27,2026-10-19,STANDARD,19.99,Churned,TECH-01,339.83
2410,3992,2024-01-25,2025-06-06,PREMIUM,39.99,Churned,COMP-01,663.83
2411,2578,2024-07-13,,STANDARD,19.99,Active,,377.14
2412,7665,2024-11-17,2026-06-16,STANDARD,19.99,Churned,TECH-01,383.81
2413,2563,2023-01-11,,BASIC,9.99,Active,,371.29
2414,9034,2024-10-26,,PREMIUM,39.99,Active,,614.51
2415,2134,2026-01-22,2027-04-14,PREMIUM,39.99,Churned,SERVICE-01,595.85
2416,1705,2025-02-22,,STANDARD,19.99,Active,,227.89
2417,4264,2023-07-11,,PREMIUM,39.99,Active,,1245.02
2418,7529,2025-04-07,,STANDARD,19.99,Active,,198.57
2419,6602,2023-10-24,2024-12-18,BASIC,9.99,Churned,COMP-01,140.19
2420,1059,2024-02-13,,STANDARD,19.99,Active,,477.76
2421,9128,2023-12-08,,PREMIUM,39.99,Active,,1045.07
2422,9274,2023-09-03,,PREMIUM,39.99,Active,,1173.04
2423,9628,2023-09-09,2024-03-01,PREMIUM,39.99,Churned,PRICE-01,231.94
2424,2838,2025-02-11,,PREMIUM,39.99,Active,,470.55
2425,1032,2023-03-04,,BASIC,9.99,Active,,353.98
2426,78,2025-05-08,,PREMIUM,39.99,Active,,355.91
2427,3580,2025-05-21,,PREMIUM,39.99,Active,,338.58
2428,4745,2026-04-22,,BASIC,9.99,Active,,-27.31
2429,9007,2023-07-25,2023-11-09,BASIC,9.99,Churned,PROD-01,35.63
2430,7177,2025-07-20,,PREMIUM,39.99,Active,,258.6
2431,3196,2023-03-15,,BASIC,9.99,Active,,350.32
2432,22,2024-02-13,2024-12-25,STANDARD,19.99,Churned,COMP-01,210.56
2433,5567,2024-11-22,2025-10-07,BASIC,9.99,Churned,PRICE-02,106.23
2434,2799,2026-04-22,,STANDARD,19.99,Active,,-54.64
2435,9677,2026-02-13,,BASIC,9.99,Active,,-4.66
2436,98,2024-06-03,2025-04-16,BASIC,9.99,Churned,PROD-01,105.56
2437,4321,2025-06-11,2026-09-03,BASIC,9.99,Churned,PRICE-01,149.52
2438,6190,2026-02-09,,PREMIUM,39.99,Active,,-13.33
2439,6693,2025-06-24,,BASIC,9.99,Active,,73.26
2440,954,2025-04-20,2026-04-23,PREMIUM,39.99,Churned,TECH-01,490.54
2441,1879,2025-02-20,,PREMIUM,39.99,Active,,458.55
2442,3812,2024-12-08,,BASIC,9.99,Active,,139.19
2443,1701,2025-07-13,,BASIC,9.99,Active,,66.93
2444,5246,2024-12-12,2025-11-08,STANDARD,19.99,Churned,PRICE-01,220.56
2445,618,2023-12-23,,BASIC,9.99,Active,,256.08
2446,2601,2025-07-20,,BASIC,9.99,Active,,64.6
2447,5483,2025-05-01,,PREMIUM,39.99,Active,,365.24
2448,5347,2025-11-21,,BASIC,9.99,Active,,23.31
2449,8751,2024-07-11,,BASIC,9.99,Active,,189.14
2450,1371,2025-02-20,,STANDARD,19.99,Active,,229.22
2451,8079,2023-05-24,,PREMIUM,39.99,Active,,1309.01
2452,1944,2023-01-04,,STANDARD,19.99,Active,,747.63
2453,4556,2025-12-03,,PREMIUM,39.99,Active,,77.31
2454,8200,2023-01-05,2023-05-23,STANDARD,19.99,Churned,TECH-01,91.95
2455,3115,2026-01-22,,BASIC,9.99,Active,,2.66
2456,962,2025-08-03,2026-03-03,BASIC,9.99,Churned,TECH-01,70.6
2457,9895,2025-02-25,,PREMIUM,39.99,Active,,451.89
2458,5545,2024-10-28,2026-10-18,PREMIUM,39.99,Churned,TECH-01,959.76
2459,5586,2024-01-01,,PREMIUM,39.99,Active,,1013.08
2460,1613,2025-08-22,,PREMIUM,39.99,Active,,214.61
2461,1331,2023-11-09,2024-02-01,BASIC,9.99,Churned,PRICE-01,27.97
2462,4674,2025-11-29,,STANDARD,19.99,Active,,41.31
2463,3135,2025-08-24,,PREMIUM,39.99,Active,,211.95
2464,5536,2023-08-24,2024-11-02,PREMIUM,39.99,Churned,COMP-01,581.19
2465,2671,2026-03-28,,PREMIUM,39.99,Active,,-75.98
2466,1596,2025-12-03,2027-07-06,STANDARD,19.99,Churned,PRICE-01,386.47
2467,2304,2024-07-02,,PREMIUM,39.99,Active,,769.14
2468,7026,2024-01-16,2025-03-29,BASIC,9.99,Churned,SERVICE-02,145.85
2469,6268,2023-12-19,,STANDARD,19.99,Active,,515.08
2470,7422,2025-09-07,,BASIC,9.99,Active,,48.28
2471,9553,2023-05-10,,BASIC,9.99,Active,,331.67
2472,9090,2025-01-06,,PREMIUM,39.99,Active,,518.54
2473,7677,2024-03-30,2025-08-12,PREMIUM,39.99,Churned,PRICE-01,666.5
2474,8934,2026-05-21,2027-01-09,BASIC,9.99,Churned,TECH-01,77.59
2475,8713,2025-12-18,,BASIC,9.99,Active,,14.32
2476,7269,2023-02-20,,PREMIUM,39.99,Active,,1432.98
2477,1454,2023-12-09,,BASIC,9.99,Active,,260.74
2478,4187,2023-05-29,,STANDARD,19.99,Active,,651.01
2479,28,2023-04-10,,PREMIUM,39.99,Active,,1367.66
2480,3028,2024-10-14,,PREMIUM,39.99,Active,,630.51
2481,1547,2025-04-21,,BASIC,9.99,Active,,94.57
2482,1289,2025-10-18,,PREMIUM,39.99,Active,,138.63
2483,8376,2024-04-01,,BASIC,9.99,Active,,222.78
2484,1514,2023-02-27,,PREMIUM,39.99,Active,,1423.64
2485,3835,2023-12-27,,BASIC,9.99,Active,,254.75
2486,4843,2025-01-11,,STANDARD,19.99,Active,,255.87
2487,7610,2025-06-30,,PREMIUM,39.99,Active,,285.26
2488,4861,2024-07-17,2026-03-15,BASIC,9.99,Churned,SERVICE-02,201.8
2489,3622,2026-06-14,,STANDARD,19.99,Active,,-89.95
2490,258,2025-08-11,2027-05-07,BASIC,9.99,Churned,SERVICE-02,211.12
2491,6878,2023-03-13,2024-12-25,PREMIUM,39.99,Churned,PRICE-02,870.45
2492,4043,2025-03-22,,STANDARD,19.99,Active,,209.23
2493,1003,2023-05-21,,STANDARD,19.99,Active,,656.34
2494,5965,2023-06-13,,BASIC,9.99,Active,,320.35
2495,3246,2023-03-06,,PREMIUM,39.99,Active,,1414.31
2496,432,2026-02-13,2027-04-18,STANDARD,19.99,Churned,PRICE-01,285.86
2497,7811,2023-07-27,,BASIC,9.99,Active,,305.69
2498,1742,2023-08-24,,STANDARD,19.99,Active,,593.04
2499,6586,2025-10-26,2027-01-22,PREMIUM,39.99,Churned,SERVICE-01,603.85
2500,8823,2026-05-14,2028-03-30,PREMIUM,39.99,Churned,PRICE-01,914.44
2501,9820,2025-02-20,,PREMIUM,39.99,Active,,458.55
2502,8699,2026-01-17,2026-04-29,STANDARD,19.99,Churned,COMP-01,67.97
2503,1731,2023-03-30,,PREMIUM,39.99,Active,,1382.32
2504,6443,2024-05-04,,PREMIUM,39.99,Active,,847.79
2505,4601,2026-04-20,2026-07-16,STANDARD,19.99,Churned,SERVICE-01,57.97
2506,6061,2025-04-17,,STANDARD,19.99,Active,,191.9
2507,5065,2024-01-21,2024-08-13,STANDARD,19.99,Churned,PRICE-01,136.6
2508,3645,2023-11-16,,PREMIUM,39.99,Active,,1074.4
2509,3212,2023-03-29,2023-10-01,PREMIUM,39.99,Churned,PRICE-01,247.94
2510,9551,2025-06-07,,BASIC,9.99,Active,,78.92
2511,4465,2026-01-10,,PREMIUM,39.99,Active,,26.66
2512,4826,2023-08-27,,BASIC,9.99,Active,,295.37
2513,2582,2025-03-05,,BASIC,9.99,Active,,110.22
2514,469,2024-05-30,,BASIC,9.99,Active,,203.13
2515,6396,2023-04-22,2024-11-11,STANDARD,19.99,Churned,SERVICE-02,379.14
2516,3978,2023-08-08,,STANDARD,19.99,Active,,603.7
2517,8939,2023-11-29,2025-08-09,STANDARD,19.99,Churned,PRICE-02,412.46
2518,5666,2026-03-17,2028-02-15,PREMIUM,39.99,Churned,PRICE-01,933.1
2519,4993,2025-01-01,,STANDARD,19.99,Active,,262.54
2520,6000,2024-07-14,,PREMIUM,39.99,Active,,753.14
2521,2604,2024-08-15,,STANDARD,19.99,Active,,355.16
2522,5677,2024-09-02,2025-07-13,STANDARD,19.99,Churned,PRICE-01,209.23
2523,7019,2026-04-01,,STANDARD,19.99,Active,,-40.65
2524,6875,2025-08-18,,STANDARD,19.99,Active,,109.94
2525,7511,2025-12-08,2026-05-08,BASIC,9.99,Churned,PRICE-02,50.28
2526,639,2024-09-09,,STANDARD,19.99,Active,,338.5
2527,8558,2025-10-05,,PREMIUM,39.99,Active,,155.96
2528,5532,2024-11-12,,PREMIUM,39.99,Active,,591.85
2529,9286,2023-11-01,2025-07-06,BASIC,9.99,Churned,SERVICE-02,204.13
2530,8037,2024-10-13,,PREMIUM,39.99,Active,,631.84
2531,3044,2025-02-13,,STANDARD,19.99,Active,,233.88
2532,5556,2025-10-14,,BASIC,9.99,Active,,35.96
2533,6899,2024-04-20,,BASIC,9.99,Active,,216.45
2534,3894,2024-03-01,,BASIC,9.99,Active,,233.1
2535,9952,2024-04-11,,PREMIUM,39.99,Active,,878.45
2536,4230,2024-08-20,,PREMIUM,39.99,Active,,703.82
2537,8450,2024-03-04,,STANDARD,19.99,Active,,464.43
2538,7064,2024-09-14,2026-07-26,PREMIUM,39.99,Churned,COMP-01,906.44
